Timestamp,Arduino_Time,contact,delta_X,delta_Y,Sync_Time,Simple_Time
2025-12-12 11:28:36.753746,323064,104,0,1,2025-12-12 11:28:36.724178314,2025-12-12 11:28:37.076810
2025-12-12 11:28:36.757733,324600,102,0,0,2025-12-12 11:28:36.725691795,2025-12-12 11:28:37.078346
2025-12-12 11:28:36.757733,326136,100,0,0,2025-12-12 11:28:36.727205515,2025-12-12 11:28:37.079882
2025-12-12 11:28:36.758734,327672,96,1,0,2025-12-12 11:28:36.728718996,2025-12-12 11:28:37.081418
2025-12-12 11:28:36.758734,329160,96,0,1,2025-12-12 11:28:36.730185032,2025-12-12 11:28:37.082906
2025-12-12 11:28:36.759733,330628,92,0,0,2025-12-12 11:28:36.731631517,2025-12-12 11:28:37.084374
2025-12-12 11:28:36.760733,332112,88,1,1,2025-12-12 11:28:36.733093977,2025-12-12 11:28:37.085858
2025-12-12 11:28:36.760733,333592,80,0,0,2025-12-12 11:28:36.734552145,2025-12-12 11:28:37.087338
2025-12-12 11:28:36.761733,335080,92,0,1,2025-12-12 11:28:36.736018419,2025-12-12 11:28:37.088826
2025-12-12 11:28:36.761733,336560,80,0,1,2025-12-12 11:28:36.737476826,2025-12-12 11:28:37.090306
2025-12-12 11:28:36.762734,338044,102,0,1,2025-12-12 11:28:36.738939047,2025-12-12 11:28:37.091790
2025-12-12 11:28:36.768031,339576,92,0,0,2025-12-12 11:28:36.740448713,2025-12-12 11:28:37.093322
2025-12-12 11:28:36.769070,341064,92,3,3,2025-12-12 11:28:36.741914749,2025-12-12 11:28:37.094810
2025-12-12 11:28:36.770071,342544,98,0,1,2025-12-12 11:28:36.743373156,2025-12-12 11:28:37.096290
2025-12-12 11:28:36.770071,344024,80,0,1,2025-12-12 11:28:36.744831562,2025-12-12 11:28:37.097770
2025-12-12 11:28:36.771069,345508,84,1,0,2025-12-12 11:28:36.746293783,2025-12-12 11:28:37.099254
2025-12-12 11:28:36.772068,346988,98,0,1,2025-12-12 11:28:36.747752190,2025-12-12 11:28:37.100734
2025-12-12 11:28:36.773071,348476,94,0,1,2025-12-12 11:28:36.749218225,2025-12-12 11:28:37.102222
2025-12-12 11:28:36.776537,349956,72,0,1,2025-12-12 11:28:36.750676632,2025-12-12 11:28:37.103702
