,frame_id,Timestamp
0,1,2025-12-11 18:23:48.495419
1,2,2025-12-11 18:23:48.903534
2,3,2025-12-11 18:23:48.920400
3,4,2025-12-11 18:23:48.933775
4,5,2025-12-11 18:23:48.941835
5,6,2025-12-11 18:23:48.948389
6,7,2025-12-11 18:23:48.955275
7,8,2025-12-11 18:23:48.964981
8,9,2025-12-11 18:23:48.971083
9,10,2025-12-11 18:23:48.981982
10,11,2025-12-11 18:23:48.989655
11,12,2025-12-11 18:23:49.000018
12,13,2025-12-11 18:23:49.007110
13,14,2025-12-11 18:23:49.016075
14,15,2025-12-11 18:23:49.025521
15,16,2025-12-11 18:23:49.033221
16,17,2025-12-11 18:23:49.042207
17,18,2025-12-11 18:23:49.050010
18,19,2025-12-11 18:23:49.058932
19,20,2025-12-11 18:23:49.066327
20,21,2025-12-11 18:23:49.073879
21,22,2025-12-11 18:23:49.084246
22,23,2025-12-11 18:23:49.093152
23,24,2025-12-11 18:23:49.103155
24,25,2025-12-11 18:23:49.114776
25,26,2025-12-11 18:23:49.122958
26,27,2025-12-11 18:23:49.132630
27,28,2025-12-11 18:23:49.139684
28,29,2025-12-11 18:23:49.149616
29,30,2025-12-11 18:23:49.159111
30,31,2025-12-11 18:23:49.168911
31,32,2025-12-11 18:23:49.176954
32,33,2025-12-11 18:23:49.187282
33,34,2025-12-11 18:23:49.198291
34,35,2025-12-11 18:23:49.205767
35,36,2025-12-11 18:23:49.215424
36,37,2025-12-11 18:23:49.225047
37,38,2025-12-11 18:23:49.235659
38,39,2025-12-11 18:23:49.246870
39,40,2025-12-11 18:23:49.254517
40,41,2025-12-11 18:23:49.264509
41,42,2025-12-11 18:23:49.271573
42,43,2025-12-11 18:23:49.281190
43,44,2025-12-11 18:23:49.288236
44,45,2025-12-11 18:23:49.299216
45,46,2025-12-11 18:23:49.305655
46,47,2025-12-11 18:23:49.316019
47,48,2025-12-11 18:23:49.324473
48,49,2025-12-11 18:23:49.334488
49,50,2025-12-11 18:23:49.344116
50,51,2025-12-11 18:23:49.353695
51,52,2025-12-11 18:23:49.365555
52,53,2025-12-11 18:23:49.374806
53,54,2025-12-11 18:23:49.385109
54,55,2025-12-11 18:23:49.395552
55,56,2025-12-11 18:23:49.408691
56,57,2025-12-11 18:23:49.418905
57,58,2025-12-11 18:23:49.433113
58,59,2025-12-11 18:23:49.444743
59,60,2025-12-11 18:23:49.455678
60,61,2025-12-11 18:23:49.471026
61,62,2025-12-11 18:23:49.482728
62,63,2025-12-11 18:23:49.495071
63,64,2025-12-11 18:23:49.505137
64,65,2025-12-11 18:23:49.516830
65,66,2025-12-11 18:23:49.527907
66,67,2025-12-11 18:23:49.538879
67,68,2025-12-11 18:23:49.553077
68,69,2025-12-11 18:23:49.566794
69,70,2025-12-11 18:23:49.580379
70,71,2025-12-11 18:23:49.594060
71,72,2025-12-11 18:23:49.607091
72,73,2025-12-11 18:23:49.619363
73,74,2025-12-11 18:23:49.633159
