frame,x,y
1,300,317
1,300,317
1,300,317
1,300,318
1,300,317
1,300,317
1,300,317
1,300,317
1,300,318
1,300,318
1,300,317
1,300,317
1,300,317
1,300,317
1,300,318
1,300,317
1,300,317
1,300,317
1,300,317
1,300,318
1,300,317
1,300,318
1,300,317
1,300,317
1,300,317
1,300,318
1,300,318
1,300,317
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,301,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,300,318
1,301,318
1,300,318
1,301,318
1,301,318
1,301,318
1,300,318
1,301,318
1,300,318
1,301,318
1,301,318
1,301,318
1,300,318
1,301,318
1,301,318
1,301,318
1,300,318
1,301,318
1,300,318
1,300,318
1,301,318
1,301,318
1,301,318
1,300,318
1,300,318
1,301,318
1,300,318
1,300,318
1,300,318
1,301,318
1,301,318
1,301,318
1,300,318
1,300,318
1,301,318
1,300,318
1,300,318
1,300,318
1,300,317
1,300,318
1,300,318
1,300,317
1,300,318
1,300,317
1,300,318
1,300,317
1,299,318
1,299,317
1,299,318
1,299,318
1,299,318
1,299,317
1,299,318
1,299,318
1,300,317
1,299,318
1,299,318
1,299,318
1,299,317
1,299,317
1,297,318
1,288,317
1,284,318
1,280,317
1,276,318
1,274,317
1,271,317
1,267,317
1,265,317
1,262,318
1,259,317
1,255,318
1,253,317
1,250,317
1,247,318
1,245,317
1,242,318
1,239,318
1,236,318
1,234,318
1,232,318
1,230,318
1,228,317
1,227,317
1,226,317
1,225,317
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,225,318
1,230,317
1,239,317
1,239,318
1,241,317
1,249,317
1,255,317
1,259,317
1,262,317
1,266,317
1,270,317
1,274,317
1,284,317
1,291,317
1,298,317
1,305,316
1,311,316
1,318,316
1,326,316
1,334,316
1,340,315
1,353,316
1,357,316
1,363,316
1,372,315
1,376,316
1,385,316
1,389,316
1,392,315
1,396,315
1,400,315
1,403,316
1,405,315
1,409,316
1,413,316
1,416,316
1,418,316
1,420,316
1,421,316
1,421,315
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,422,316
1,419,316
1,413,315
1,410,316
1,406,316
1,403,316
1,395,316
1,394,317
1,394,316
1,393,316
1,393,316
1,394,317
1,394,317
1,394,317
1,393,316
1,391,316
1,388,317
1,384,317
1,381,316
1,374,317
1,370,316
1,363,317
1,354,316
1,346,317
1,339,317
1,330,317
1,323,317
1,317,317
1,307,317
1,303,317
1,300,317
1,296,318
1,293,318
1,291,318
1,288,317
1,286,317
1,284,317
1,284,317
1,283,317
1,284,317
1,284,318
1,284,317
1,284,317
1,284,318
1,284,318
1,282,318
1,280,318
1,280,318
1,280,317
1,280,317
1,280,317
1,280,317
1,279,318
1,278,318
1,276,317
1,275,317
1,272,318
1,269,317
1,266,317
1,262,317
1,259,318
1,258,317
1,256,318
1,256,318
1,256,317
1,255,317
1,253,318
1,252,317
1,252,318
1,252,317
1,252,317
1,252,317
1,252,318
1,251,318
1,251,317
1,252,317
1,251,317
1,252,317
1,252,317
1,252,317
1,252,317
1,252,317
1,252,317
1,252,317
1,252,317
1,252,317
1,252,317
1,252,318
1,251,318
1,252,317
1,252,317
1,252,317
1,252,317
1,252,318
1,252,317
1,251,317
1,251,317
1,252,317
1,252,317
1,251,317
1,251,317
1,252,317
1,252,318
1,252,317
1,252,318
