,frame_id,Timestamp
0,1,2025-12-12 11:30:27.205722
1,2,2025-12-12 11:30:27.600156
2,3,2025-12-12 11:30:27.612933
3,4,2025-12-12 11:30:27.625738
4,5,2025-12-12 11:30:27.637266
5,6,2025-12-12 11:30:27.644274
6,7,2025-12-12 11:30:27.655270
7,8,2025-12-12 11:30:27.663547
8,9,2025-12-12 11:30:27.672544
9,10,2025-12-12 11:30:27.679966
10,11,2025-12-12 11:30:27.688973
11,12,2025-12-12 11:30:27.694973
12,13,2025-12-12 11:30:27.704761
13,14,2025-12-12 11:30:27.712003
14,15,2025-12-12 11:30:27.720520
15,16,2025-12-12 11:30:27.728523
16,17,2025-12-12 11:30:27.737521
17,18,2025-12-12 11:30:27.746143
18,19,2025-12-12 11:30:27.756807
19,20,2025-12-12 11:30:27.765282
20,21,2025-12-12 11:30:27.775899
21,22,2025-12-12 11:30:27.784908
22,23,2025-12-12 11:30:27.793896
23,24,2025-12-12 11:30:27.801517
24,25,2025-12-12 11:30:27.811696
25,26,2025-12-12 11:30:27.820703
26,27,2025-12-12 11:30:27.828057
27,28,2025-12-12 11:30:27.837744
28,29,2025-12-12 11:30:27.844260
29,30,2025-12-12 11:30:27.850266
30,31,2025-12-12 11:30:27.858263
31,32,2025-12-12 11:30:27.866262
32,33,2025-12-12 11:30:27.873928
33,34,2025-12-12 11:30:27.882956
34,35,2025-12-12 11:30:27.889978
35,36,2025-12-12 11:30:27.898497
36,37,2025-12-12 11:30:27.906310
37,38,2025-12-12 11:30:27.912827
38,39,2025-12-12 11:30:27.919827
39,40,2025-12-12 11:30:27.930037
40,41,2025-12-12 11:30:27.937037
41,42,2025-12-12 11:30:27.943149
42,43,2025-12-12 11:30:27.948180
43,44,2025-12-12 11:30:27.955061
44,45,2025-12-12 11:30:27.961609
45,46,2025-12-12 11:30:27.968128
46,47,2025-12-12 11:30:27.977464
47,48,2025-12-12 11:30:27.984994
48,49,2025-12-12 11:30:27.991990
49,50,2025-12-12 11:30:27.998563
50,51,2025-12-12 11:30:28.006791
51,52,2025-12-12 11:30:28.014315
52,53,2025-12-12 11:30:28.022773
53,54,2025-12-12 11:30:28.029794
54,55,2025-12-12 11:30:28.037779
55,56,2025-12-12 11:30:28.045790
56,57,2025-12-12 11:30:28.056658
57,58,2025-12-12 11:30:28.065206
58,59,2025-12-12 11:30:28.073723
59,60,2025-12-12 11:30:28.080241
60,61,2025-12-12 11:30:28.088256
61,62,2025-12-12 11:30:28.095261
62,63,2025-12-12 11:30:28.102946
63,64,2025-12-12 11:30:28.109072
64,65,2025-12-12 11:30:28.115389
65,66,2025-12-12 11:30:28.124347
66,67,2025-12-12 11:30:28.136559
67,68,2025-12-12 11:30:28.145669
68,69,2025-12-12 11:30:28.153143
69,70,2025-12-12 11:30:28.161141
70,71,2025-12-12 11:30:28.167383
71,72,2025-12-12 11:30:28.172900
72,73,2025-12-12 11:30:28.177935
73,74,2025-12-12 11:30:28.184020
74,75,2025-12-12 11:30:28.190575
75,76,2025-12-12 11:30:28.198079
76,77,2025-12-12 11:30:28.205131
77,78,2025-12-12 11:30:28.212131
78,79,2025-12-12 11:30:28.218198
79,80,2025-12-12 11:30:28.224240
80,81,2025-12-12 11:30:28.230241
81,82,2025-12-12 11:30:28.236377
82,83,2025-12-12 11:30:28.242478
83,84,2025-12-12 11:30:28.249479
84,85,2025-12-12 11:30:28.256506
85,86,2025-12-12 11:30:28.263509
86,87,2025-12-12 11:30:28.269486
87,88,2025-12-12 11:30:28.275492
88,89,2025-12-12 11:30:28.279500
89,90,2025-12-12 11:30:28.288525
90,91,2025-12-12 11:30:28.295637
91,92,2025-12-12 11:30:28.301221
92,93,2025-12-12 11:30:28.310176
93,94,2025-12-12 11:30:28.316242
94,95,2025-12-12 11:30:28.322169
95,96,2025-12-12 11:30:28.328551
96,97,2025-12-12 11:30:28.336445
97,98,2025-12-12 11:30:28.343445
98,99,2025-12-12 11:30:28.349484
99,100,2025-12-12 11:30:28.355483
100,101,2025-12-12 11:30:28.363927
101,102,2025-12-12 11:30:28.371215
102,103,2025-12-12 11:30:28.377899
103,104,2025-12-12 11:30:28.383750
104,105,2025-12-12 11:30:28.391749
105,106,2025-12-12 11:30:28.396773
106,107,2025-12-12 11:30:28.408500
107,108,2025-12-12 11:30:28.414547
108,109,2025-12-12 11:30:28.420535
109,110,2025-12-12 11:30:28.426502
110,111,2025-12-12 11:30:28.431543
111,112,2025-12-12 11:30:28.442549
112,113,2025-12-12 11:30:28.448870
113,114,2025-12-12 11:30:28.455448
114,115,2025-12-12 11:30:28.460541
115,116,2025-12-12 11:30:28.472086
116,117,2025-12-12 11:30:28.478090
117,118,2025-12-12 11:30:28.489139
118,119,2025-12-12 11:30:28.495139
119,120,2025-12-12 11:30:28.503977
120,121,2025-12-12 11:30:28.510106
121,122,2025-12-12 11:30:28.519259
122,123,2025-12-12 11:30:28.524487
123,124,2025-12-12 11:30:28.536003
124,125,2025-12-12 11:30:28.542001
125,126,2025-12-12 11:30:28.548342
126,127,2025-12-12 11:30:28.554683
127,128,2025-12-12 11:30:28.560748
128,129,2025-12-12 11:30:28.568774
129,130,2025-12-12 11:30:28.574728
130,131,2025-12-12 11:30:28.581724
131,132,2025-12-12 11:30:28.588987
132,133,2025-12-12 11:30:28.595027
133,134,2025-12-12 11:30:28.601776
134,135,2025-12-12 11:30:28.609789
135,136,2025-12-12 11:30:28.616792
136,137,2025-12-12 11:30:28.623307
137,138,2025-12-12 11:30:28.630317
138,139,2025-12-12 11:30:28.636319
139,140,2025-12-12 11:30:28.645282
140,141,2025-12-12 11:30:28.651936
141,142,2025-12-12 11:30:28.657708
142,143,2025-12-12 11:30:28.663677
143,144,2025-12-12 11:30:28.669681
144,145,2025-12-12 11:30:28.678902
