Timestamp,Arduino_Time,contact,delta_X,delta_Y,Sync_Time,Simple_Time
2025-12-11 18:19:45.493671,370923724,108,0,0,2025-12-11 18:25:58.452659845,2025-12-11 18:25:56.417395
2025-12-11 18:19:45.494687,370925420,110,0,0,2025-12-11 18:25:58.454355955,2025-12-11 18:25:56.419091
2025-12-11 18:19:45.495898,370927120,108,0,0,2025-12-11 18:25:58.456055880,2025-12-11 18:25:56.420791
2025-12-11 18:19:45.495898,370928820,106,0,0,2025-12-11 18:25:58.457756042,2025-12-11 18:25:56.422491
2025-12-11 18:19:47.474846,321472,110,0,0,2025-12-11 18:19:47.825298786,2025-12-11 18:19:45.815143
2025-12-11 18:19:47.474846,323012,106,0,0,2025-12-11 18:19:47.826838732,2025-12-11 18:19:45.816683
2025-12-11 18:19:47.853643,324544,104,0,0,2025-12-11 18:19:47.828370810,2025-12-11 18:19:45.818215
2025-12-11 18:19:47.857957,326084,102,0,0,2025-12-11 18:19:47.829910994,2025-12-11 18:19:45.819755
2025-12-11 18:19:47.859007,327616,112,0,0,2025-12-11 18:19:47.831443071,2025-12-11 18:19:45.821287
2025-12-11 18:19:47.860003,329156,108,0,0,2025-12-11 18:19:47.832983255,2025-12-11 18:19:45.822827
2025-12-11 18:19:47.860003,330688,100,0,0,2025-12-11 18:19:47.834515333,2025-12-11 18:19:45.824359
2025-12-11 18:19:47.860003,332228,108,0,0,2025-12-11 18:19:47.836055517,2025-12-11 18:19:45.825899
2025-12-11 18:19:47.861012,333760,108,0,0,2025-12-11 18:19:47.837587595,2025-12-11 18:19:45.827431
2025-12-11 18:19:47.861012,335300,108,0,0,2025-12-11 18:19:47.839127541,2025-12-11 18:19:45.828971
2025-12-11 18:19:47.862013,336832,108,0,0,2025-12-11 18:19:47.840659857,2025-12-11 18:19:45.830503
2025-12-11 18:19:47.862013,338368,110,0,0,2025-12-11 18:19:47.842195749,2025-12-11 18:19:45.832039
2025-12-11 18:19:47.863282,339904,106,0,0,2025-12-11 18:19:47.843731880,2025-12-11 18:19:45.833575
2025-12-11 18:19:47.863282,341440,104,0,0,2025-12-11 18:19:47.845268011,2025-12-11 18:19:45.835111
2025-12-11 18:19:47.866408,342976,112,0,0,2025-12-11 18:19:47.846804142,2025-12-11 18:19:45.836647
2025-12-11 18:19:47.866408,344512,116,0,0,2025-12-11 18:19:47.848340273,2025-12-11 18:19:45.838183
2025-12-11 18:19:47.867922,346048,104,0,0,2025-12-11 18:19:47.849876404,2025-12-11 18:19:45.839719
2025-12-11 18:19:47.869117,347584,106,0,0,2025-12-11 18:19:47.851412535,2025-12-11 18:19:45.841255
2025-12-11 18:19:47.869117,349120,104,0,0,2025-12-11 18:19:47.852948666,2025-12-11 18:19:45.842791
2025-12-11 18:19:47.870115,350656,110,0,0,2025-12-11 18:19:47.854484797,2025-12-11 18:19:45.844327
2025-12-11 18:19:47.870115,352192,106,0,0,2025-12-11 18:19:47.856020689,2025-12-11 18:19:45.845863
2025-12-11 18:19:47.871112,353728,108,0,0,2025-12-11 18:19:47.857556820,2025-12-11 18:19:45.847399
2025-12-11 18:19:47.872497,355264,106,0,0,2025-12-11 18:19:47.859092951,2025-12-11 18:19:45.848935
2025-12-11 18:19:47.872497,356800,110,0,0,2025-12-11 18:19:47.860629082,2025-12-11 18:19:45.850471
2025-12-11 18:19:47.876591,358332,106,0,0,2025-12-11 18:19:47.862161160,2025-12-11 18:19:45.852003
2025-12-11 18:19:47.876591,359876,102,0,0,2025-12-11 18:19:47.863705397,2025-12-11 18:19:45.853547
2025-12-11 18:19:47.876591,361408,104,0,0,2025-12-11 18:19:47.865237474,2025-12-11 18:19:45.855079
2025-12-11 18:19:47.878100,362948,110,0,0,2025-12-11 18:19:47.866777420,2025-12-11 18:19:45.856619
2025-12-11 18:19:47.878100,364480,112,0,0,2025-12-11 18:19:47.868309498,2025-12-11 18:19:45.858151
2025-12-11 18:19:47.879111,366020,108,0,0,2025-12-11 18:19:47.869849682,2025-12-11 18:19:45.859691
2025-12-11 18:19:47.879111,367552,104,0,0,2025-12-11 18:19:47.871381760,2025-12-11 18:19:45.861223
2025-12-11 18:19:47.880111,369092,100,0,0,2025-12-11 18:19:47.872921944,2025-12-11 18:19:45.862763
2025-12-11 18:19:47.881221,370624,102,0,0,2025-12-11 18:19:47.874454021,2025-12-11 18:19:45.864295
2025-12-11 18:19:47.881221,372164,108,0,0,2025-12-11 18:19:47.875994205,2025-12-11 18:19:45.865835
2025-12-11 18:19:47.885533,373696,104,0,0,2025-12-11 18:19:47.877526283,2025-12-11 18:19:45.867367
2025-12-11 18:19:47.886531,375236,104,0,0,2025-12-11 18:19:47.879066229,2025-12-11 18:19:45.868907
2025-12-11 18:19:47.886531,376768,108,0,0,2025-12-11 18:19:47.880598545,2025-12-11 18:19:45.870439
2025-12-11 18:19:47.886531,378308,110,0,0,2025-12-11 18:19:47.882138491,2025-12-11 18:19:45.871979
2025-12-11 18:19:47.888044,379844,106,0,0,2025-12-11 18:19:47.883674622,2025-12-11 18:19:45.873515
2025-12-11 18:19:47.889059,381380,108,0,0,2025-12-11 18:19:47.885210752,2025-12-11 18:19:45.875051
2025-12-11 18:19:47.890058,382916,110,0,0,2025-12-11 18:19:47.886746883,2025-12-11 18:19:45.876587
2025-12-11 18:19:47.893085,384456,104,0,0,2025-12-11 18:19:47.888287067,2025-12-11 18:19:45.878127
2025-12-11 18:19:47.894080,385988,104,0,0,2025-12-11 18:19:47.889819145,2025-12-11 18:19:45.879659
2025-12-11 18:19:47.894080,387528,112,0,0,2025-12-11 18:19:47.891359091,2025-12-11 18:19:45.881199
2025-12-11 18:19:47.894080,389060,104,0,0,2025-12-11 18:19:47.892891169,2025-12-11 18:19:45.882731
2025-12-11 18:19:47.895077,390600,102,0,0,2025-12-11 18:19:47.894431353,2025-12-11 18:19:45.884271
2025-12-11 18:19:47.895077,392132,112,0,0,2025-12-11 18:19:47.895963430,2025-12-11 18:19:45.885803
2025-12-11 18:19:47.896075,393672,110,0,0,2025-12-11 18:19:47.897503614,2025-12-11 18:19:45.887343
2025-12-11 18:19:47.896075,395204,106,0,0,2025-12-11 18:19:47.899035692,2025-12-11 18:19:45.888875
2025-12-11 18:19:47.897084,396744,102,0,0,2025-12-11 18:19:47.900575876,2025-12-11 18:19:45.890415
2025-12-11 18:19:47.898079,398280,102,0,0,2025-12-11 18:19:47.902112007,2025-12-11 18:19:45.891951
2025-12-11 18:19:47.898633,399820,106,0,0,2025-12-11 18:19:47.903651953,2025-12-11 18:19:45.893491
2025-12-11 18:19:47.898633,401352,108,0,0,2025-12-11 18:19:47.905184031,2025-12-11 18:19:45.895023
2025-12-11 18:19:47.898633,402892,106,0,0,2025-12-11 18:19:47.906724215,2025-12-11 18:19:45.896563
2025-12-11 18:19:47.903873,404424,106,0,0,2025-12-11 18:19:47.908256292,2025-12-11 18:19:45.898095
2025-12-11 18:19:47.903873,405964,102,0,0,2025-12-11 18:19:47.909796476,2025-12-11 18:19:45.899635
2025-12-11 18:19:47.904989,407496,110,0,0,2025-12-11 18:19:47.911328554,2025-12-11 18:19:45.901167
2025-12-11 18:19:47.904989,409040,108,0,0,2025-12-11 18:19:47.912872553,2025-12-11 18:19:45.902711
2025-12-11 18:19:47.906021,410572,106,0,0,2025-12-11 18:19:47.914404631,2025-12-11 18:19:45.904243
2025-12-11 18:19:47.906021,412108,106,0,0,2025-12-11 18:19:47.915940762,2025-12-11 18:19:45.905779
2025-12-11 18:19:47.907022,413640,108,0,0,2025-12-11 18:19:47.917472839,2025-12-11 18:19:45.907311
2025-12-11 18:19:47.908520,415180,106,0,0,2025-12-11 18:19:47.919013023,2025-12-11 18:19:45.908851
2025-12-11 18:19:47.908520,416712,106,0,0,2025-12-11 18:19:47.920545101,2025-12-11 18:19:45.910383
2025-12-11 18:19:47.909545,418252,110,0,0,2025-12-11 18:19:47.922085285,2025-12-11 18:19:45.911923
2025-12-11 18:19:47.909545,419784,106,0,0,2025-12-11 18:19:47.923617363,2025-12-11 18:19:45.913455
2025-12-11 18:19:47.910576,421324,102,0,0,2025-12-11 18:19:47.925157547,2025-12-11 18:19:45.914995
2025-12-11 18:19:47.913625,422856,110,0,0,2025-12-11 18:19:47.926689625,2025-12-11 18:19:45.916527
2025-12-11 18:19:47.914623,424396,102,0,0,2025-12-11 18:19:47.928229570,2025-12-11 18:19:45.918067
2025-12-11 18:19:47.914623,425928,102,0,0,2025-12-11 18:19:47.929761887,2025-12-11 18:19:45.919599
2025-12-11 18:19:47.915621,427464,108,0,0,2025-12-11 18:19:47.931297779,2025-12-11 18:19:45.921135
2025-12-11 18:19:47.915621,429000,108,0,0,2025-12-11 18:19:47.932833910,2025-12-11 18:19:45.922671
2025-12-11 18:19:47.916620,430536,108,0,0,2025-12-11 18:19:47.934370041,2025-12-11 18:19:45.924207
2025-12-11 18:19:47.916620,432072,106,0,0,2025-12-11 18:19:47.935906172,2025-12-11 18:19:45.925743
2025-12-11 18:19:47.918135,433608,106,0,0,2025-12-11 18:19:47.937442303,2025-12-11 18:19:45.927279
2025-12-11 18:19:47.922643,435140,108,0,0,2025-12-11 18:19:47.938974380,2025-12-11 18:19:45.928811
2025-12-11 18:19:47.923604,436680,104,0,0,2025-12-11 18:19:47.940514565,2025-12-11 18:19:45.930351
2025-12-11 18:19:47.923604,438216,112,0,0,2025-12-11 18:19:47.942050695,2025-12-11 18:19:45.931887
2025-12-11 18:19:47.924600,439756,110,0,0,2025-12-11 18:19:47.943590641,2025-12-11 18:19:45.933427
2025-12-11 18:19:47.924600,441288,112,0,0,2025-12-11 18:19:47.945122719,2025-12-11 18:19:45.934959
2025-12-11 18:19:47.925598,442828,102,0,0,2025-12-11 18:19:47.946662903,2025-12-11 18:19:45.936499
2025-12-11 18:19:47.925598,444360,114,0,0,2025-12-11 18:19:47.948194981,2025-12-11 18:19:45.938031
2025-12-11 18:19:47.926601,445900,102,0,0,2025-12-11 18:19:47.949735165,2025-12-11 18:19:45.939571
2025-12-11 18:19:47.926601,447432,108,0,0,2025-12-11 18:19:47.951267242,2025-12-11 18:19:45.941103
2025-12-11 18:19:47.926601,448972,104,0,0,2025-12-11 18:19:47.952807426,2025-12-11 18:19:45.942643
2025-12-11 18:19:47.931244,450508,108,0,0,2025-12-11 18:19:47.954343557,2025-12-11 18:19:45.944179
2025-12-11 18:19:47.932242,452044,110,0,0,2025-12-11 18:19:47.955879450,2025-12-11 18:19:45.945715
2025-12-11 18:19:47.932242,453580,112,0,0,2025-12-11 18:19:47.957415581,2025-12-11 18:19:45.947251
2025-12-11 18:19:47.933241,455116,106,0,0,2025-12-11 18:19:47.958951712,2025-12-11 18:19:45.948787
2025-12-11 18:19:47.933241,456652,106,0,0,2025-12-11 18:19:47.960487843,2025-12-11 18:19:45.950323
