,frame_id,Timestamp
0,1,2025-12-12 11:59:53.637880
1,2,2025-12-12 11:59:54.003722
2,3,2025-12-12 11:59:54.024986
3,4,2025-12-12 11:59:54.037597
4,5,2025-12-12 11:59:54.047589
5,6,2025-12-12 11:59:54.055597
6,7,2025-12-12 11:59:54.064005
7,8,2025-12-12 11:59:54.070864
8,9,2025-12-12 11:59:54.078354
9,10,2025-12-12 11:59:54.083359
10,11,2025-12-12 11:59:54.092404
11,12,2025-12-12 11:59:54.099675
12,13,2025-12-12 11:59:54.106100
13,14,2025-12-12 11:59:54.112092
14,15,2025-12-12 11:59:54.118600
15,16,2025-12-12 11:59:54.127116
16,17,2025-12-12 11:59:54.133116
17,18,2025-12-12 11:59:54.139473
18,19,2025-12-12 11:59:54.145622
19,20,2025-12-12 11:59:54.151936
20,21,2025-12-12 11:59:54.158485
21,22,2025-12-12 11:59:54.166488
22,23,2025-12-12 11:59:54.172688
23,24,2025-12-12 11:59:54.179440
24,25,2025-12-12 11:59:54.184544
25,26,2025-12-12 11:59:54.191548
26,27,2025-12-12 11:59:54.200446
27,28,2025-12-12 11:59:54.210058
28,29,2025-12-12 11:59:54.218427
29,30,2025-12-12 11:59:54.228037
30,31,2025-12-12 11:59:54.235177
31,32,2025-12-12 11:59:54.242535
32,33,2025-12-12 11:59:54.250247
33,34,2025-12-12 11:59:54.258506
34,35,2025-12-12 11:59:54.264506
35,36,2025-12-12 11:59:54.270628
36,37,2025-12-12 11:59:54.278623
37,38,2025-12-12 11:59:54.284805
38,39,2025-12-12 11:59:54.293539
39,40,2025-12-12 11:59:54.300539
40,41,2025-12-12 11:59:54.310555
41,42,2025-12-12 11:59:54.320076
42,43,2025-12-12 11:59:54.331324
43,44,2025-12-12 11:59:54.341323
44,45,2025-12-12 11:59:54.351328
45,46,2025-12-12 11:59:54.360322
46,47,2025-12-12 11:59:54.370414
47,48,2025-12-12 11:59:54.380411
48,49,2025-12-12 11:59:54.391413
49,50,2025-12-12 11:59:54.401465
50,51,2025-12-12 11:59:54.411481
51,52,2025-12-12 11:59:54.422008
52,53,2025-12-12 11:59:54.433005
53,54,2025-12-12 11:59:54.443011
54,55,2025-12-12 11:59:54.452378
55,56,2025-12-12 11:59:54.463476
56,57,2025-12-12 11:59:54.472243
57,58,2025-12-12 11:59:54.482240
58,59,2025-12-12 11:59:54.493243
59,60,2025-12-12 11:59:54.502583
60,61,2025-12-12 11:59:54.509592
61,62,2025-12-12 11:59:54.518948
62,63,2025-12-12 11:59:54.527498
63,64,2025-12-12 11:59:54.534498
